housing_id,minsaleprice,maxsaleprice,mediansaleprice,averagesaleprice,houseaddress
24301060020000,1.0,378000000.0,59293.0,601239.290016066,0
31011070470000,1.0,378000000.0,59293.0,601239.290016066,0
17055010150000,1.0,378000000.0,59293.0,601239.290016066,0
17055010160000,1.0,378000000.0,59293.0,601239.290016066,0
33311000100000,1.0,378000000.0,59293.0,601239.290016066,0
22142010020000,1.0,378000000.0,59293.0,601239.290016066,0
24294070120000,1.0,378000000.0,59293.0,601239.290016066,0
04091030170000,1.0,378000000.0,59293.0,601239.290016066,0
28292010060000,1.0,378000000.0,59293.0,601239.290016066,0
24302010500000,1.0,378000000.0,59293.0,601239.290016066,0
24302010490000,1.0,378000000.0,59293.0,601239.290016066,0
32234100200000,1.0,378000000.0,59293.0,601239.290016066,0
29313100080000,1.0,378000000.0,59293.0,601239.290016066,0
06291000080000,1.0,378000000.0,59293.0,601239.290016066,0
06291000080000,1.0,378000000.0,59293.0,601239.290016066,0
18102000040000,1.0,378000000.0,59293.0,601239.290016066,0
18101000070000,1.0,378000000.0,59293.0,601239.290016066,0
33173090060000,1.0,378000000.0,59293.0,601239.290016066,0
33173060060000,1.0,378000000.0,59293.0,601239.290016066,0
33173060040000,1.0,378000000.0,59293.0,601239.290016066,0
33173070170000,1.0,378000000.0,59293.0,601239.290016066,0
33173060250000,1.0,378000000.0,59293.0,601239.290016066,0
24294070120000,1.0,378000000.0,59293.0,601239.290016066,0
22205000070000,1.0,378000000.0,59293.0,601239.290016066,0
29163000320000,1.0,378000000.0,59293.0,601239.290016066,0
29163000280000,1.0,378000000.0,59293.0,601239.290016066,0
29022010040000,1.0,378000000.0,59293.0,601239.290016066,0
23011170030000,1.0,378000000.0,59293.0,601239.290016066,0
07232000050000,1.0,378000000.0,59293.0,601239.290016066,0
29094050070000,1.0,378000000.0,59293.0,601239.290016066,0
32332010470000,1.0,378000000.0,59293.0,601239.290016066,0
31272000090000,1.0,378000000.0,59293.0,601239.290016066,0
29334000340000,1.0,378000000.0,59293.0,601239.290016066,0
17051030470000,1.0,378000000.0,59293.0,601239.290016066,0
29333010120000,1.0,378000000.0,59293.0,601239.290016066,0
03123001730000,1.0,378000000.0,59293.0,601239.290016066,0
13091170010000,1.0,378000000.0,59293.0,601239.290016066,0
24363130120000,1.0,378000000.0,59293.0,601239.290016066,0
18105000030000,1.0,378000000.0,59293.0,601239.290016066,0
16355050040000,1.0,378000000.0,59293.0,601239.290016066,0
29192060410000,1.0,378000000.0,59293.0,601239.290016066,0
29013000010000,1.0,378000000.0,59293.0,601239.290016066,0
17091030340000,1.0,378000000.0,59293.0,601239.290016066,0
29061030070000,1.0,378000000.0,59293.0,601239.290016066,0
24294070120000,1.0,378000000.0,59293.0,601239.290016066,0
04-09-401-155,1.0,378000000.0,59293.0,601239.290016066,0 10TH ST
04-09-401-063,1.0,378000000.0,59293.0,601239.290016066,0 10TH ST
04-08-401-023,1.0,378000000.0,59293.0,601239.290016066,0 11TH ST
04-08-401-038,1.0,378000000.0,59293.0,601239.290016066,0 11TH ST
04-08-401-046,1.0,378000000.0,59293.0,601239.290016066,0 11TH ST
04-08-401-059,1.0,378000000.0,59293.0,601239.290016066,0 11TH ST
04-08-401-046,1.0,378000000.0,59293.0,601239.290016066,0 11TH ST
04-08-402-028,1.0,378000000.0,59293.0,601239.290016066,0 11TH ST
06083000160000,1.0,378000000.0,59293.0,601239.290016066,0 12N246 BERNER RD
06083000160000,1.0,378000000.0,59293.0,601239.290016066,0 12N246 BERNER RD
6083000160000,1.0,378000000.0,59293.0,601239.290016066,0 12N246 BERNER RD
04-09-408-024,1.0,378000000.0,59293.0,601239.290016066,0 12TH ST
04-10-316-009,1.0,378000000.0,59293.0,601239.290016066,0 12TH ST
04-08-402-016,1.0,378000000.0,59293.0,601239.290016066,0 13TH ST
04-09-304-028,1.0,378000000.0,59293.0,601239.290016066,0 13TH ST
04-08-324-003,1.0,378000000.0,59293.0,601239.290016066,0 13TH ST
04-08-324-003,1.0,378000000.0,59293.0,601239.290016066,0 13TH ST
08-32-403-045,1.0,378000000.0,59293.0,601239.290016066,0 14TH ST
04-15-107-014,1.0,378000000.0,59293.0,601239.290016066,0 14TH ST
08-32-402-044,1.0,378000000.0,59293.0,601239.290016066,0 14TH ST
08-32-403-045,1.0,378000000.0,59293.0,601239.290016066,0 14TH ST
04-16-200-080,1.0,378000000.0,59293.0,601239.290016066,0 14TH ST
04-15-107-014,1.0,378000000.0,59293.0,601239.290016066,0 14TH ST
08-32-401-015,1.0,378000000.0,59293.0,601239.290016066,0 14TH ST
27212000080000,1.0,378000000.0,59293.0,601239.290016066,0 159TH ST
04-15-107-010,1.0,378000000.0,59293.0,601239.290016066,0 15TH ST
04-15-107-010,1.0,378000000.0,59293.0,601239.290016066,0 15TH ST
04-17-102-005,1.0,378000000.0,59293.0,601239.290016066,0 16TH ST
04-17-101-015,1.0,378000000.0,59293.0,601239.290016066,0 16TH ST
04-17-101-014,1.0,378000000.0,59293.0,601239.290016066,0 16TH ST
04-17-103-002,1.0,378000000.0,59293.0,601239.290016066,0 16TH ST
04-17-102-013,1.0,378000000.0,59293.0,601239.290016066,0 16TH ST
04-17-101-015,1.0,378000000.0,59293.0,601239.290016066,0 16TH ST
28284120070000,1.0,378000000.0,59293.0,601239.290016066,0 175TH & I-57TH
04-17-200-021,1.0,378000000.0,59293.0,601239.290016066,0 17TH ST
04-17-200-021,1.0,378000000.0,59293.0,601239.290016066,0 17TH ST
29334000520000,1.0,378000000.0,59293.0,601239.290016066,0 183RD ST
29334000520000,1.0,378000000.0,59293.0,601239.290016066,0 183RD ST
12-06-203-015,1.0,378000000.0,59293.0,601239.290016066,0 18TH ST
11-16-400-049,1.0,378000000.0,59293.0,601239.290016066,0 1ST ST
07-23-204-009,1.0,378000000.0,59293.0,601239.290016066,0 1ST ST
11-16-405-116,1.0,378000000.0,59293.0,601239.290016066,0 1ST ST
12-06-214-024,1.0,378000000.0,59293.0,601239.290016066,0 20TH PL
04-17-301-013,1.0,378000000.0,59293.0,601239.290016066,0 20TH ST
04-17-304-011,1.0,378000000.0,59293.0,601239.290016066,0 20TH ST
12-05-107-033,1.0,378000000.0,59293.0,601239.290016066,0 20TH ST
12-05-107-033,1.0,378000000.0,59293.0,601239.290016066,0 20TH ST
12-05-103-024,1.0,378000000.0,59293.0,601239.290016066,0 20TH ST
04-15-326-022,1.0,378000000.0,59293.0,601239.290016066,0 20TH ST
12-06-208-010,1.0,378000000.0,59293.0,601239.290016066,0 20TH ST
04-18-301-021,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
04-19-100-025,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
04-19-100-024,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
04-17-301-021,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
04-19-100-025,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
04-16-400-006,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
04-18-400-006,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
04-17-301-014,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
04-16-400-003,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
04-18-400-006,1.0,378000000.0,59293.0,601239.290016066,0 21ST ST
12-06-403-006,1.0,378000000.0,59293.0,601239.290016066,0 22ND PL
12-05-200-008-8900,1.0,378000000.0,59293.0,601239.290016066,0 22ND ST
12-06-411-001,1.0,378000000.0,59293.0,601239.290016066,0 23RD PL
12-06-412-007,1.0,378000000.0,59293.0,601239.290016066,0 23RD PL
12-06-409-006,1.0,378000000.0,59293.0,601239.290016066,0 23RD PL
12-06-412-007,1.0,378000000.0,59293.0,601239.290016066,0 23RD PL
04-20-103-039,1.0,378000000.0,59293.0,601239.290016066,0 23RD ST
12-06-405-006,1.0,378000000.0,59293.0,601239.290016066,0 23RD ST
12-06-408-003,1.0,378000000.0,59293.0,601239.290016066,0 23RD ST
12-05-409-004,1.0,378000000.0,59293.0,601239.290016066,0 23RD ST
12-06-408-003,1.0,378000000.0,59293.0,601239.290016066,0 23RD ST
12-05-313-022,1.0,378000000.0,59293.0,601239.290016066,0 24TH PL
12-05-313-024,1.0,378000000.0,59293.0,601239.290016066,0 24TH PL
12-06-412-004,1.0,378000000.0,59293.0,601239.290016066,0 24TH ST
12-06-412-004,1.0,378000000.0,59293.0,601239.290016066,0 24TH ST
12-05-316-018,1.0,378000000.0,59293.0,601239.290016066,0 25TH ST
04-20-403-064,1.0,378000000.0,59293.0,601239.290016066,0 26TH ST
04-20-403-064,1.0,378000000.0,59293.0,601239.290016066,0 26TH ST
04-21-300-018,1.0,378000000.0,59293.0,601239.290016066,0 27TH ST
04-20-301-028,1.0,378000000.0,59293.0,601239.290016066,0 27TH ST
04-20-405-080,1.0,378000000.0,59293.0,601239.290016066,0 27TH ST
06273000100000,1.0,378000000.0,59293.0,601239.290016066,0 29W454 OLD LAKE ST
06273000100000,1.0,378000000.0,59293.0,601239.290016066,0 29W454 OLD LAKE ST
06273000100000,1.0,378000000.0,59293.0,601239.290016066,0 29W454 OLD LAKE ST
06273000100000,1.0,378000000.0,59293.0,601239.290016066,0 29W454 OLD LAKE ST
06273000340000,1.0,378000000.0,59293.0,601239.290016066,0 29W460 OLD LAKE
06273000340000,1.0,378000000.0,59293.0,601239.290016066,0 29W460 OLD LAKE
06273000340000,1.0,378000000.0,59293.0,601239.290016066,0 29W460 OLD LAKE
06273000340000,1.0,378000000.0,59293.0,601239.290016066,0 29W460 OLD LAKE
04-29-204-065,1.0,378000000.0,59293.0,601239.290016066,0 30TH ST
04-27-100-016,1.0,378000000.0,59293.0,601239.290016066,0 31ST ST
04-28-400-022,1.0,378000000.0,59293.0,601239.290016066,0 34TH ST
11-16-424-015,1.0,378000000.0,59293.0,601239.290016066,0 3RD ST
11-16-424-015,1.0,378000000.0,59293.0,601239.290016066,0 3RD ST
11-27-102-021,1.0,378000000.0,59293.0,601239.290016066,0 4TH AVE
11-16-417-007,1.0,378000000.0,59293.0,601239.290016066,0 4TH ST
04-03-305-009,1.0,378000000.0,59293.0,601239.290016066,0 4TH ST
04-04-304-064,1.0,378000000.0,59293.0,601239.290016066,0 5TH ST
11-15-303-009,1.0,378000000.0,59293.0,601239.290016066,0 5TH ST
08-30-112-005,1.0,378000000.0,59293.0,601239.290016066,0 6TH ST
08-30-112-007,1.0,378000000.0,59293.0,601239.290016066,0 6TH ST
08-30-409-028,1.0,378000000.0,59293.0,601239.290016066,0 8TH ST
04-08-301-009,1.0,378000000.0,59293.0,601239.290016066,0 9TH ST
04-08-301-009,1.0,378000000.0,59293.0,601239.290016066,0 9TH ST
04-10-301-002,1.0,378000000.0,59293.0,601239.290016066,0 9TH ST
04-10-301-002,1.0,378000000.0,59293.0,601239.290016066,0 9TH ST
04-10-306-041,1.0,378000000.0,59293.0,601239.290016066,0 9TH ST
04-09-100-015,1.0,378000000.0,59293.0,601239.290016066,0 9TH ST
04-07-400-020,1.0,378000000.0,59293.0,601239.290016066,0 9TH ST
16-34-414-071,1.0,378000000.0,59293.0,601239.290016066,0 ACORN LN
04-15-107-008,1.0,378000000.0,59293.0,601239.290016066,0 AIKEN CT
04-15-107-008,1.0,378000000.0,59293.0,601239.290016066,0 AIKEN CT
16-20-304-002,1.0,378000000.0,59293.0,601239.290016066,0 AITKEN DR
16-20-305-004,1.0,378000000.0,59293.0,601239.290016066,0 AITKEN DR
16-20-306-020,1.0,378000000.0,59293.0,601239.290016066,0 AITKEN DR
16-20-305-004,1.0,378000000.0,59293.0,601239.290016066,0 AITKEN DR
01222010120000,1.0,378000000.0,59293.0,601239.290016066,0 ALGONQUIN RD
06-27-204-010,1.0,378000000.0,59293.0,601239.290016066,0 ALLEGHANY RD
10-03-200-030,1.0,378000000.0,59293.0,601239.290016066,0 ALLEGHANY RD
10-10-200-016,1.0,378000000.0,59293.0,601239.290016066,0 ALLEGHANY RD
05-27-209-046,1.0,378000000.0,59293.0,601239.290016066,0 ALTA DR
08-09-403-035,1.0,378000000.0,59293.0,601239.290016066,0 ALTA VISTA DR
10-05-308-049,1.0,378000000.0,59293.0,601239.290016066,0 AMARIAS DR
15-01-205-007,1.0,378000000.0,59293.0,601239.290016066,0 AMBERLEY CT
15-01-205-002,1.0,378000000.0,59293.0,601239.290016066,0 AMBERLEY CT
11-07-301-005,1.0,378000000.0,59293.0,601239.290016066,0 AMERICAN WAY
02-08-405-027,1.0,378000000.0,59293.0,601239.290016066,0 ANITA AVE
02-08-200-029,1.0,378000000.0,59293.0,601239.290016066,0 ANITA AVE
02-08-410-007,1.0,378000000.0,59293.0,601239.290016066,0 ANITA AVE
02-08-201-063,1.0,378000000.0,59293.0,601239.290016066,0 ANITA AVE
14-04-301-025,1.0,378000000.0,59293.0,601239.290016066,0 ANNE CT
14-04-301-021,1.0,378000000.0,59293.0,601239.290016066,0 ANNE CT
14-04-301-025,1.0,378000000.0,59293.0,601239.290016066,0 ANNE CT
09-13-406-018,1.0,378000000.0,59293.0,601239.290016066,0 APPLE VALLEY DR
11-16-401-003,1.0,378000000.0,59293.0,601239.290016066,0 APPLEY AVE
15-29-200-019,1.0,378000000.0,59293.0,601239.290016066,0 APTAKISIC RD
15-30-108-007,1.0,378000000.0,59293.0,601239.290016066,0 ARCHER RD
15-30-108-011,1.0,378000000.0,59293.0,601239.290016066,0 ARCHER RD
12-05-105-001,1.0,378000000.0,59293.0,601239.290016066,0 ARGONNE DR
15-32-308-004,1.0,378000000.0,59293.0,601239.290016066,0 ARLINGTON HEIGHTS RD
15-05-104-028,1.0,378000000.0,59293.0,601239.290016066,0 ARMOUR BLVD
15-06-205-071,1.0,378000000.0,59293.0,601239.290016066,0 ARMOUR BLVD
15-05-104-037,1.0,378000000.0,59293.0,601239.290016066,0 ARMOUR BLVD
15-06-205-072,1.0,378000000.0,59293.0,601239.290016066,0 ARMOUR BLVD
11301150760000,1.0,378000000.0,59293.0,601239.290016066,0 ASBURY AVE
06-32-404-027,1.0,378000000.0,59293.0,601239.290016066,0 ASBURY DR
15-27-102-023,1.0,378000000.0,59293.0,601239.290016066,0 ASBURY DR
15-27-102-023,1.0,378000000.0,59293.0,601239.290016066,0 ASBURY DR
15-05-400-020,1.0,378000000.0,59293.0,601239.290016066,0 ASPEN DR
15-05-207-005,1.0,378000000.0,59293.0,601239.290016066,0 ASPEN POINTE RD
07-26-405-017,1.0,378000000.0,59293.0,601239.290016066,0 ASTOR PL
15-05-202-028,1.0,378000000.0,59293.0,601239.290016066,0 ATRIUM DR
08-18-202-034,1.0,378000000.0,59293.0,601239.290016066,0 BALDWIN AVE
08-18-202-034,1.0,378000000.0,59293.0,601239.290016066,0 BALDWIN AVE
10-19-100-027,1.0,378000000.0,59293.0,601239.290016066,0 BALDWIN LN
12092000270000,1.0,378000000.0,59293.0,601239.290016066,0 BALMORAL AVE
12092000100000,1.0,378000000.0,59293.0,601239.290016066,0 BALMORAL AVE
15-07-301-042,1.0,378000000.0,59293.0,601239.290016066,0 BALSAM CT
09-26-417-032,1.0,378000000.0,59293.0,601239.290016066,0 BANGS ST
16-15-208-053,1.0,378000000.0,59293.0,601239.290016066,0 BANK LN
15-33-301-076,1.0,378000000.0,59293.0,601239.290016066,0 BANK LN
12-33-123-041,1.0,378000000.0,59293.0,601239.290016066,0 BANK LN
14-09-102-006,1.0,378000000.0,59293.0,601239.290016066,0 BARBERRY DR
14-09-102-006,1.0,378000000.0,59293.0,601239.290016066,0 BARBERRY DR
15-22-301-007,1.0,378000000.0,59293.0,601239.290016066,0 BARCLAY BLVD
15-22-103-019,1.0,378000000.0,59293.0,601239.290016066,0 BARCLAY BLVD
15-22-101-020,1.0,378000000.0,59293.0,601239.290016066,0 BARCLAY BLVD
15-27-206-017,1.0,378000000.0,59293.0,601239.290016066,0 BARCLAY BLVD
04-16-422-006,1.0,378000000.0,59293.0,601239.290016066,0 BARNHART CT
09-25-309-026,1.0,378000000.0,59293.0,601239.290016066,0 BARRINGTON RD
09-25-309-026,1.0,378000000.0,59293.0,601239.290016066,0 BARRINGTON RD
01241000220000,1.0,378000000.0,59293.0,601239.290016066,0 BARRINGTON RD LOT1
01241000220000,1.0,378000000.0,59293.0,601239.290016066,0 BARRINGTON RD LOT1
01241000230000,1.0,378000000.0,59293.0,601239.290016066,0 BARRINGTON RD LOT2
06-26-203-002,1.0,378000000.0,59293.0,601239.290016066,0 BARRON BLVD
06-26-203-002,1.0,378000000.0,59293.0,601239.290016066,0 BARRON BLVD
06-26-202-003,1.0,378000000.0,59293.0,601239.290016066,0 BARRON BLVD
06-26-200-028,1.0,378000000.0,59293.0,601239.290016066,0 BARRON BLVD
02-18-202-062,1.0,378000000.0,59293.0,601239.290016066,0 BAYSHORE DR
02-18-202-062,1.0,378000000.0,59293.0,601239.290016066,0 BAYSHORE DR
07-03-307-003,1.0,378000000.0,59293.0,601239.290016066,0 BAYSWATER CIR
04-33-100-003,1.0,378000000.0,59293.0,601239.290016066,0 BEACH RD
14-17-309-013,1.0,378000000.0,59293.0,601239.290016066,0 BEAUTEAU ST
09-28-100-052,1.0,378000000.0,59293.0,601239.290016066,0 BEECH ST
06-20-421-042,1.0,378000000.0,59293.0,601239.290016066,0 BEECHWOOD DR
06-33-100-009,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
07-25-401-009,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-32-211-093,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-36-200-048,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-32-200-012,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-34-205-020,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-33-200-009,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-35-108-043,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-35-108-043,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-34-205-020,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-33-100-006,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
07-26-400-013,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-35-200-041,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-35-200-042,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
08-29-224-003,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-27-308-053,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-33-100-009,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-34-207-001,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
07-25-401-011,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
06-34-205-019,1.0,378000000.0,59293.0,601239.290016066,0 BELVIDERE RD
11-14-301-085,1.0,378000000.0,59293.0,601239.290016066,0 BENSON LN
06-19-204-026,1.0,378000000.0,59293.0,601239.290016066,0 BEVERLY DR
01311000070000,1.0,378000000.0,59293.0,601239.290016066,0 BEVERLY QUARRY
05-23-100-046,1.0,378000000.0,59293.0,601239.290016066,0 BIG HOLLOW RD
05-22-102-004,1.0,378000000.0,59293.0,601239.290016066,0 BIG HOLLOW RD
05-22-102-013,1.0,378000000.0,59293.0,601239.290016066,0 BIG HOLLOW RD
05-22-102-013,1.0,378000000.0,59293.0,601239.290016066,0 BIG HOLLOW RD
11-15-408-009,1.0,378000000.0,59293.0,601239.290016066,0 BIG OAK LN
11-15-408-009,1.0,378000000.0,59293.0,601239.290016066,0 BIG OAK LN
13-13-103-002,1.0,378000000.0,59293.0,601239.290016066,0 BILTMORE DR
13-13-103-002,1.0,378000000.0,59293.0,601239.290016066,0 BILTMORE DR
13-13-118-002,1.0,378000000.0,59293.0,601239.290016066,0 BILTMORE DR
13-13-108-004,1.0,378000000.0,59293.0,601239.290016066,0 BILTMORE DR
05-23-405-023,1.0,378000000.0,59293.0,601239.290016066,0 BIRCH DR
05-23-405-023,1.0,378000000.0,59293.0,601239.290016066,0 BIRCH DR
06-07-403-001,1.0,378000000.0,59293.0,601239.290016066,0 BLACK CHERRY LN
31364130060000,1.0,378000000.0,59293.0,601239.290016066,0 BLACKHAWK DR
14-24-204-003,1.0,378000000.0,59293.0,601239.290016066,0 BLACKHAWK LN
14-24-204-005,1.0,378000000.0,59293.0,601239.290016066,0 BLACKHAWK LN
07-23-402-020,1.0,378000000.0,59293.0,601239.290016066,0 BLACKSTONE AVE
07-24-135-021,1.0,378000000.0,59293.0,601239.290016066,0 BLACKSTONE AVE
07-02-400-007,1.0,378000000.0,59293.0,601239.290016066,0 BLANCHARD RD
12-20-202-021,1.0,378000000.0,59293.0,601239.290016066,0 BLODGETT AVE
16-14-309-004,1.0,378000000.0,59293.0,601239.290016066,0 BLOOM ST
16-14-312-044,1.0,378000000.0,59293.0,601239.290016066,0 BLOOM ST
16-14-312-013,1.0,378000000.0,59293.0,601239.290016066,0 BLOOM ST
05-23-111-060,1.0,378000000.0,59293.0,601239.290016066,0 BLUE SPRINGS DR
06-04-113-033,1.0,378000000.0,59293.0,601239.290016066,0 BLUE SPRUCE CT
06-34-205-027,1.0,378000000.0,59293.0,601239.290016066,0 BLUFF AVE
06-34-200-092,1.0,378000000.0,59293.0,601239.290016066,0 BLUFF AVE
31322000130000,1.0,378000000.0,59293.0,601239.290016066,0 BOHLMAN PKY
15-21-408-003,1.0,378000000.0,59293.0,601239.290016066,0 BOND ST
09-24-301-039,1.0,378000000.0,59293.0,601239.290016066,0 BONNER RD
09-24-301-035,1.0,378000000.0,59293.0,601239.290016066,0 BONNER RD
12184000090000,1.0,378000000.0,59293.0,601239.290016066,0 BOX 66451 OHARE
04222000098002,1.0,378000000.0,59293.0,601239.290016066,0 BOX 67
11-36-100-005,1.0,378000000.0,59293.0,601239.290016066,0 BRADLEY RD
11-36-100-005,1.0,378000000.0,59293.0,601239.290016066,0 BRADLEY RD
11-36-100-004,1.0,378000000.0,59293.0,601239.290016066,0 BRADLEY RD
11-26-200-016,1.0,378000000.0,59293.0,601239.290016066,0 BRADLEY RD
15-21-121-005,1.0,378000000.0,59293.0,601239.290016066,0 BRANDYWYN LN
07-11-200-116,1.0,378000000.0,59293.0,601239.290016066,0 BRENTWOOD LN
09-21-305-010,1.0,378000000.0,59293.0,601239.290016066,0 BRIAR RD
09-21-305-010,1.0,378000000.0,59293.0,601239.290016066,0 BRIAR RD
06-12-202-026,1.0,378000000.0,59293.0,601239.290016066,0 BRIARGATE DR
11-30-200-016,1.0,378000000.0,59293.0,601239.290016066,0 BRICE AVE
11-30-200-016,1.0,378000000.0,59293.0,601239.290016066,0 BRICE AVE
02-25-306-062,1.0,378000000.0,59293.0,601239.290016066,0 BRIDGEPORT TER
07-08-402-006,1.0,378000000.0,59293.0,601239.290016066,0 BRIDLE TRAIL RD
15-29-101-017,1.0,378000000.0,59293.0,601239.290016066,0 BRIDLEWOOD LN
08-28-400-050,1.0,378000000.0,59293.0,601239.290016066,0 BRIGHTON AVE
11-16-417-016,1.0,378000000.0,59293.0,601239.290016066,0 BROADWAY AVE
04-08-301-011,1.0,378000000.0,59293.0,601239.290016066,0 BROECKER AVE
07-03-306-011,1.0,378000000.0,59293.0,601239.290016066,0 BROMPTON LN
13-14-206-002,1.0,378000000.0,59293.0,601239.290016066,0 BROOKSIDE RD
09-26-307-022,1.0,378000000.0,59293.0,601239.290016066,0 BROWN ST
09-26-307-022,1.0,378000000.0,59293.0,601239.290016066,0 BROWN ST
08-08-406-012,1.0,378000000.0,59293.0,601239.290016066,0 BUCK AVE
16-09-300-027,1.0,378000000.0,59293.0,601239.290016066,0 BUENA RD
02-17-106-018,1.0,378000000.0,59293.0,601239.290016066,0 BUENA TER
02-17-101-108,1.0,378000000.0,59293.0,601239.290016066,0 BUENA TER
14-17-404-031,1.0,378000000.0,59293.0,601239.290016066,0 BUESCHING RD
14-17-404-031,1.0,378000000.0,59293.0,601239.290016066,0 BUESCHING RD
15-33-304-113,1.0,378000000.0,59293.0,601239.290016066,0 BUFFALO GROVE RD
15-33-304-223,1.0,378000000.0,59293.0,601239.290016066,0 BUFFALO GROVE RD
15-33-304-223,1.0,378000000.0,59293.0,601239.290016066,0 BUFFALO GROVE RD
15-28-101-086,1.0,378000000.0,59293.0,601239.290016066,0 BUFFALO GROVE RD
15-33-304-114,1.0,378000000.0,59293.0,601239.290016066,0 BUFFALO GROVE RD
15-28-101-086,1.0,378000000.0,59293.0,601239.290016066,0 BUFFALO GROVE RD
15-33-304-114,1.0,378000000.0,59293.0,601239.290016066,0 BUFFALO GROVE RD
15-04-401-009,1.0,378000000.0,59293.0,601239.290016066,0 BUNKER CT
15-04-203-022,1.0,378000000.0,59293.0,601239.290016066,0 BUNKER CT
11-21-111-035,1.0,378000000.0,59293.0,601239.290016066,0 BURDICK ST
04-16-202-003,1.0,378000000.0,59293.0,601239.290016066,0 BURKE DR
09-21-101-012,1.0,378000000.0,59293.0,601239.290016066,0 BURNETT RD
15-30-401-129,1.0,378000000.0,59293.0,601239.290016066,0 BURNSIDE CT
15-30-401-129,1.0,378000000.0,59293.0,601239.290016066,0 BURNSIDE CT
16-15-423-015,1.0,378000000.0,59293.0,601239.290016066,0 BURTIS AVE
08-20-215-011,1.0,378000000.0,59293.0,601239.290016066,0 BURTON AVE
16-36-122-058,1.0,378000000.0,59293.0,601239.290016066,0 BURTON AVE
16-36-122-058,1.0,378000000.0,59293.0,601239.290016066,0 BURTON AVE
15-27-402-021,1.0,378000000.0,59293.0,601239.290016066,0 BUSCH PKWY
15-27-402-021,1.0,378000000.0,59293.0,601239.290016066,0 BUSCH PKWY
15-27-405-002,1.0,378000000.0,59293.0,601239.290016066,0 BUSCH PKWY
03-25-202-163,1.0,378000000.0,59293.0,601239.290016066,0 CAMBRIDGE BLVD
12-21-402-120,1.0,378000000.0,59293.0,601239.290016066,0 CAMBRIDGE LN
11-32-102-013,1.0,378000000.0,59293.0,601239.290016066,0 CAMPUS DR
06-34-401-194,1.0,378000000.0,59293.0,601239.290016066,0 CANNONBALL DR
14-20-113-005,1.0,378000000.0,59293.0,601239.290016066,0 CANTERBURY WAY
06-29-100-067,1.0,378000000.0,59293.0,601239.290016066,0 CAPRI DR
06-29-100-067,1.0,378000000.0,59293.0,601239.290016066,0 CAPRI DR
06-14-304-001,1.0,378000000.0,59293.0,601239.290016066,0 CARILLON DR
06-17-210-037,1.0,378000000.0,59293.0,601239.290016066,0 CARL DR
01133050210000,1.0,378000000.0,59293.0,601239.290016066,0 CARLETON CT
02-08-405-043,1.0,378000000.0,59293.0,601239.290016066,0 CARNEY CT
16-36-408-001,1.0,378000000.0,59293.0,601239.290016066,0 CAROL CT
14-17-404-027,1.0,378000000.0,59293.0,601239.290016066,0 CAROLYN CT
06-15-303-001,1.0,378000000.0,59293.0,601239.290016066,0 CARRIAGE CT
11-09-407-054,1.0,378000000.0,59293.0,601239.290016066,0 CARRIAGE HILL CIR
06-24-204-048,1.0,378000000.0,59293.0,601239.290016066,0 CAT SCHOONER LN
04-04-417-012,1.0,378000000.0,59293.0,601239.290016066,0 CAVIN AVE
04-04-410-008,1.0,378000000.0,59293.0,601239.290016066,0 CAVIN AVE
04-04-410-012,1.0,378000000.0,59293.0,601239.290016066,0 CAVIN AVE
04-04-409-011,1.0,378000000.0,59293.0,601239.290016066,0 CAVIN AVE
04-04-409-010,1.0,378000000.0,59293.0,601239.290016066,0 CAVIN AVE
06-27-400-021,1.0,378000000.0,59293.0,601239.290016066,0 CECELIA ST
02-33-307-044,1.0,378000000.0,59293.0,601239.290016066,0 CEDAR AVE
